// Item ID	LocalizationName	LocalizationDescription	Category	Type	Style	Price	Exchangable	ManagerId	Network	Npc ID	SortWeight	Show	Subtype	AutoGen	Region	Rarity
1010005	ui.item.mapobj.name.101.0005	0	MapBase	MapBase_Wall	F	0	FALSE	1010005	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010006	ui.item.mapobj.name.101.0006	0	MapBase	MapBase_Wall	G	0	FALSE	1010006	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010007	ui.item.mapobj.name.101.0007	0	MapBase	MapBase_Wall	H	0	FALSE	1010007	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010008	ui.item.mapobj.name.101.0008	0	MapBase	MapBase_Wall	I	0	FALSE	1010008	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010009	ui.item.mapobj.name.101.0009	0	MapBase	MapBase_Wall	J	0	FALSE	1010009	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010010	ui.item.mapobj.name.101.0010	0	MapBase	MapBase_Wall	K	0	FALSE	1010010	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010011	ui.item.mapobj.name.101.0011	0	MapBase	MapBase_Wall	L	0	FALSE	1010011	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010012	ui.item.mapobj.name.101.0012	0	MapBase	MapBase_Wall	M	0	FALSE	1010012	FALSE	-1	0	TRUE	None	FALSE	Map	R
1010013	ui.item.mapobj.name.101.0013	0	MapBase	MapBase_Wall	N	0	FALSE	1010013	FALSE	-1	0	TRUE	None	FALSE	Map	R
1020000	ui.item.mapobj.name.102.0000	0	MapBase	MapBase_Door	B	0	FALSE	0	TRUE	20001	0	TRUE	None	FALSE	Map	R
1020001	ui.item.mapobj.name.102.0001	0	MapBase	MapBase_Door	C	0	FALSE	1020001	TRUE	20002	0	TRUE	None	FALSE	Map	R
1020002	ui.item.mapobj.name.102.0002	0	MapBase	MapBase_Door	D	0	FALSE	1020002	TRUE	20003	0	TRUE	None	FALSE	Map	R
1020003	ui.item.mapobj.name.102.0003	0	MapBase	MapBase_Door	A	0	FALSE	1020003	TRUE	20004	0	TRUE	None	FALSE	Map	R
1020004	ui.item.mapobj.name.102.0004	0	MapBase	MapBase_Door	E	0	FALSE	1020004	TRUE	20005	0	TRUE	None	FALSE	Map	R
1020005	ui.item.mapobj.name.102.0005	0	MapBase	MapBase_Door	F	0	FALSE	1020005	TRUE	20006	0	TRUE	None	FALSE	Map	R
1020006	ui.item.mapobj.name.102.0006	0	MapBase	MapBase_Door	G	0	FALSE	1020006	TRUE	20007	0	TRUE	None	FALSE	Map	R
1020007	ui.item.mapobj.name.102.0007	0	MapBase	MapBase_Door	H	0	FALSE	1020007	TRUE	20008	0	TRUE	None	FALSE	Map	R
1020008	ui.item.mapobj.name.102.0008	0	MapBase	MapBase_Door	I	0	FALSE	1020008	TRUE	20009	0	TRUE	None	FALSE	Map	R
1020009	ui.item.mapobj.name.102.0009	0	MapBase	MapBase_Door	J	0	FALSE	1020009	TRUE	20010	0	TRUE	None	FALSE	Map	R
1020010	ui.item.mapobj.name.102.0010	0	MapBase	MapBase_Door	K	0	FALSE	1020010	TRUE	20011	0	TRUE	None	FALSE	Map	R
1020011	ui.item.mapobj.name.102.0011	0	MapBase	MapBase_Door	L	0	FALSE	1020011	TRUE	20012	0	TRUE	None	FALSE	Map	R
1020012	ui.item.mapobj.name.102.0012	0	MapBase	MapBase_Door	M	0	FALSE	1020012	TRUE	20013	0	TRUE	None	FALSE	Map	R
1020013	ui.item.mapobj.name.102.0013	0	MapBase	MapBase_Door	N	0	FALSE	1020013	TRUE	20014	0	TRUE	None	FALSE	Map	R
1030000	ui.item.mapobj.name.103.0000	0	MapBase	MapBase_Pillar	B	0	FALSE	2	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030001	ui.item.mapobj.name.103.0001	0	MapBase	MapBase_Pillar	C	0	FALSE	1030001	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030002	ui.item.mapobj.name.103.0002	0	MapBase	MapBase_Pillar	D	0	FALSE	1030002	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030003	ui.item.mapobj.name.103.0003	0	MapBase	MapBase_Pillar	A	0	FALSE	1030003	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030004	ui.item.mapobj.name.103.0004	0	MapBase	MapBase_Pillar	E	0	FALSE	1030004	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030005	ui.item.mapobj.name.103.0005	0	MapBase	MapBase_Pillar	F	0	FALSE	1030005	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030006	ui.item.mapobj.name.103.0006	0	MapBase	MapBase_Pillar	G	0	FALSE	1030006	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030007	ui.item.mapobj.name.103.0007	0	MapBase	MapBase_Pillar	H	0	FALSE	1030007	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030008	ui.item.mapobj.name.103.0008	0	MapBase	MapBase_Pillar	I	0	FALSE	1030008	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030009	ui.item.mapobj.name.103.0009	0	MapBase	MapBase_Pillar	J	0	FALSE	1030009	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030010	ui.item.mapobj.name.103.0010	0	MapBase	MapBase_Pillar	K	0	FALSE	1030010	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030011	ui.item.mapobj.name.103.0011	0	MapBase	MapBase_Pillar	L	0	FALSE	1030011	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030012	ui.item.mapobj.name.103.0012	0	MapBase	MapBase_Pillar	M	0	FALSE	1030012	FALSE	-1	0	TRUE	None	FALSE	Map	R
1030013	ui.item.mapobj.name.103.0013	0	MapBase	MapBase_Pillar	N	0	FALSE	1030013	FALSE	-1	0	TRUE	None	FALSE	Map	R
2010000	ui.item.mapobj.name.201.0000	0	Landscape	Landscape_Building	None	0	FALSE	2010000	FALSE	-1	0	TRUE	None	FALSE	Map	R
2010001	ui.item.mapobj.name.201.0001	0	Landscape	Landscape_Building	None	0	FALSE	2010001	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2010002	ui.item.mapobj.name.201.0002	0	Landscape	Landscape_Building	None	0	FALSE	2010002	FALSE	-1	0	FALSE	None	FALSE	Map	SR
2020002	ui.item.mapobj.name.202.0002	0	Landscape	Landscape_Common	None	0	FALSE	2020002	FALSE	-1	0	FALSE	None	FALSE	Map	SSR
2020003	ui.item.mapobj.name.202.0003	0	Landscape	Landscape_Common	None	0	FALSE	2020003	FALSE	-1	0	TRUE	None	TRUE	Map	R
2020004	ui.item.mapobj.name.202.0004	0	Landscape	Landscape_Common	None	0	FALSE	2020004	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2020005	ui.item.mapobj.name.202.0005	0	Landscape	Landscape_Common	None	0	FALSE	2020005	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2020006	ui.item.mapobj.name.202.0006	0	Landscape	Landscape_Common	None	0	FALSE	2020006	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2020007	ui.item.mapobj.name.202.0007	0	Landscape	Landscape_Common	None	0	FALSE	2020007	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2020008	ui.item.mapobj.name.202.0008	0	Landscape	Landscape_Common	None	0	FALSE	2020008	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2030000	ui.item.mapobj.name.203.0000	0	Landscape	Landscape_Theme	None	0	FALSE	2030000	FALSE	-1	0	TRUE	None	TRUE	Map	SSR
2030001	ui.item.mapobj.name.203.0001	0	Landscape	Landscape_Theme	None	0	FALSE	2030001	FALSE	-1	0	FALSE	None	FALSE	Map	SSR
2030002	ui.item.mapobj.name.203.0002	0	Landscape	Landscape_Theme	None	0	FALSE	2030002	FALSE	70001	0	FALSE	None	FALSE	Map	SR
2030003	ui.item.mapobj.name.203.0003	0	Landscape	Landscape_Theme	None	0	FALSE	2030003	FALSE	70002	0	FALSE	None	FALSE	Map	SR
2030004	ui.item.mapobj.name.203.0004	0	Landscape	Landscape_Theme	None	0	FALSE	2030004	FALSE	70003	0	FALSE	None	FALSE	Map	SR
2030005	ui.item.mapobj.name.203.0005	0	Landscape	Landscape_Theme	None	0	FALSE	2030005	FALSE	70004	0	FALSE	None	FALSE	Map	SR
2030006	ui.item.mapobj.name.203.0006	0	Landscape	Landscape_Theme	None	0	FALSE	2030006	FALSE	70005	0	FALSE	None	FALSE	Map	SR
2040000	ui.item.mapobj.name.204.0000	0	Landscape	Landscape_LargePlants	None	0	FALSE	2040000	FALSE	-1	0	TRUE	None	TRUE	Map	R
2040001	ui.item.mapobj.name.204.0001	0	Landscape	Landscape_LargePlants	None	0	FALSE	2040001	FALSE	-1	0	TRUE	None	TRUE	Map	R
2040002	ui.item.mapobj.name.204.0002	0	Landscape	Landscape_LargePlants	None	0	FALSE	2040002	FALSE	-1	0	TRUE	None	TRUE	Map	R
2040003	ui.item.mapobj.name.204.0003	0	Landscape	Landscape_LargePlants	None	0	FALSE	2040003	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2040004	ui.item.mapobj.name.204.0004	0	Landscape	Landscape_LargePlants	None	0	FALSE	2040004	FALSE	-1	0	TRUE	None	TRUE	Map	SSR
2050000	ui.item.mapobj.name.205.0000	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050000	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2050001	ui.item.mapobj.name.205.0001	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050001	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2050002	ui.item.mapobj.name.205.0002	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050002	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050003	ui.item.mapobj.name.205.0003	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050003	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050004	ui.item.mapobj.name.205.0004	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050004	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050005	ui.item.mapobj.name.205.0005	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050005	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050006	ui.item.mapobj.name.205.0006	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050006	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050007	ui.item.mapobj.name.205.0007	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050007	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050008	ui.item.mapobj.name.205.0008	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050008	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050009	ui.item.mapobj.name.205.0009	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050009	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050010	ui.item.mapobj.name.205.0010	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050010	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050011	ui.item.mapobj.name.205.0011	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050011	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050012	ui.item.mapobj.name.205.0012	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050012	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050013	ui.item.mapobj.name.205.0013	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050013	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050014	ui.item.mapobj.name.205.0014	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050014	FALSE	-1	0	FALSE	None	FALSE	Map	R
2050015	ui.item.mapobj.name.205.0015	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050015	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2050016	ui.item.mapobj.name.205.0016	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050016	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2050017	ui.item.mapobj.name.205.0017	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050017	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050018	ui.item.mapobj.name.205.0018	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050018	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050019	ui.item.mapobj.name.205.0019	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050019	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050020	ui.item.mapobj.name.205.0020	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050020	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050021	ui.item.mapobj.name.205.0021	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050021	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050022	ui.item.mapobj.name.205.0022	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050022	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2050023	ui.item.mapobj.name.205.0023	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050023	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050024	ui.item.mapobj.name.205.0024	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050024	FALSE	-1	0	TRUE	None	TRUE	Map	R
2050025	ui.item.mapobj.name.205.0025	0	Landscape	Landscape_SmallPlants	None	0	FALSE	2050025	FALSE	-1	0	TRUE	None	TRUE	Map	R
2060000	ui.item.mapobj.name.206.0000	0	Landscape	Landscape_Floor	None	0	FALSE	2060000	FALSE	-1	0	FALSE	None	FALSE	Map	R
2060001	ui.item.mapobj.name.206.0001	0	Landscape	Landscape_Floor	None	0	FALSE	2060001	FALSE	-1	0	FALSE	None	FALSE	Map	R
2060002	ui.item.mapobj.name.206.0002	0	Landscape	Landscape_Floor	None	0	FALSE	2060002	FALSE	-1	0	FALSE	None	FALSE	Map	R
2070000	ui.item.mapobj.name.207.0000	0	Landscape	Landscape_Wall	None	0	FALSE	2070000	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070001	ui.item.mapobj.name.207.0001	0	Landscape	Landscape_Wall	None	0	FALSE	2070001	FALSE	-1	0	TRUE	None	TRUE	Map	SSR
2070002	ui.item.mapobj.name.207.0002	0	Landscape	Landscape_Wall	None	0	FALSE	2070002	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070003	ui.item.mapobj.name.207.0003	0	Landscape	Landscape_Wall	None	0	FALSE	2070003	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070004	ui.item.mapobj.name.207.0004	0	Landscape	Landscape_Wall	None	0	FALSE	2070004	FALSE	-1	0	TRUE	None	TRUE	Map	SSR
2070005	ui.item.mapobj.name.207.0005	0	Landscape	Landscape_Wall	None	0	FALSE	2070005	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070006	ui.item.mapobj.name.207.0006	0	Landscape	Landscape_Wall	None	0	FALSE	2070006	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070007	ui.item.mapobj.name.207.0007	0	Landscape	Landscape_Wall	None	0	FALSE	2070007	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070008	ui.item.mapobj.name.207.0008	0	Landscape	Landscape_Wall	None	0	FALSE	2070008	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070009	ui.item.mapobj.name.207.0009	0	Landscape	Landscape_Wall	None	0	FALSE	2070009	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070010	ui.item.mapobj.name.207.0010	0	Landscape	Landscape_Wall	None	0	FALSE	2070010	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070011	ui.item.mapobj.name.207.0011	0	Landscape	Landscape_Wall	None	0	FALSE	2070011	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070012	ui.item.mapobj.name.207.0012	0	Landscape	Landscape_Wall	None	0	FALSE	2070012	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070013	ui.item.mapobj.name.207.0013	0	Landscape	Landscape_Wall	None	0	FALSE	2070013	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070014	ui.item.mapobj.name.207.0014	0	Landscape	Landscape_Wall	None	0	FALSE	2070014	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070015	ui.item.mapobj.name.207.0015	0	Landscape	Landscape_Wall	None	0	FALSE	2070015	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070016	ui.item.mapobj.name.207.0016	0	Landscape	Landscape_Wall	None	0	FALSE	2070016	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070017	ui.item.mapobj.name.207.0017	0	Landscape	Landscape_Wall	None	0	FALSE	2070017	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070018	ui.item.mapobj.name.207.0018	0	Landscape	Landscape_Wall	None	0	FALSE	2070018	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070019	ui.item.mapobj.name.207.0019	0	Landscape	Landscape_Wall	None	0	FALSE	2070019	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070020	ui.item.mapobj.name.207.0020	0	Landscape	Landscape_Wall	None	0	FALSE	2070020	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070021	ui.item.mapobj.name.207.0021	0	Landscape	Landscape_Wall	None	0	FALSE	2070021	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070022	ui.item.mapobj.name.207.0022	0	Landscape	Landscape_Wall	None	0	FALSE	2070022	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070023	ui.item.mapobj.name.207.0023	0	Landscape	Landscape_Wall	None	0	FALSE	2070023	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070024	ui.item.mapobj.name.207.0024	0	Landscape	Landscape_Wall	None	0	FALSE	2070024	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070025	ui.item.mapobj.name.207.0025	0	Landscape	Landscape_Wall	None	0	FALSE	2070025	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070026	ui.item.mapobj.name.207.0026	0	Landscape	Landscape_Wall	None	0	FALSE	2070026	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070027	ui.item.mapobj.name.207.0027	0	Landscape	Landscape_Wall	None	0	FALSE	2070027	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070028	ui.item.mapobj.name.207.0028	0	Landscape	Landscape_Wall	None	0	FALSE	2070028	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070029	ui.item.mapobj.name.207.0029	0	Landscape	Landscape_Wall	None	0	FALSE	2070029	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070030	ui.item.mapobj.name.207.0030	0	Landscape	Landscape_Wall	None	0	FALSE	2070030	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070031	ui.item.mapobj.name.207.0031	0	Landscape	Landscape_Wall	None	0	FALSE	2070031	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070032	ui.item.mapobj.name.207.0032	0	Landscape	Landscape_Wall	None	0	FALSE	2070032	FALSE	-1	0	TRUE	None	TRUE	Map	SSR
2070033	ui.item.mapobj.name.207.0033	0	Landscape	Landscape_Wall	None	0	FALSE	2070033	FALSE	-1	0	TRUE	None	TRUE	Map	SR
2070034	ui.item.mapobj.name.207.0034	0	Landscape	Landscape_Wall	None	0	FALSE	2070034	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070035	ui.item.mapobj.name.207.0035	0	Landscape	Landscape_Wall	None	0	FALSE	2070035	FALSE	-1	0	TRUE	None	TRUE	Map	R
2070036	ui.item.mapobj.name.207.0036	0	Landscape	Landscape_Wall	None	0	FALSE	2070036	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3010000	ui.item.mapobj.name.301.0000	0	Furniture	Furniture_Bed	None	0	FALSE	3010000	FALSE	-1	0	TRUE	None	TRUE	Map	R
3010001	ui.item.mapobj.name.301.0001	0	Furniture	Furniture_Bed	None	0	FALSE	3010001	FALSE	-1	0	TRUE	None	TRUE	Map	R
3010002	ui.item.mapobj.name.301.0002	0	Furniture	Furniture_Bed	None	0	FALSE	3010002	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3010003	ui.item.mapobj.name.301.0003	0	Furniture	Furniture_Bed	None	0	FALSE	3010003	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3020000	ui.item.mapobj.name.302.0000	0	Furniture	Furniture_Table	None	0	FALSE	3020000	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020001	ui.item.mapobj.name.302.0001	0	Furniture	Furniture_Table	None	0	FALSE	3020001	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020002	ui.item.mapobj.name.302.0002	0	Furniture	Furniture_Table	None	0	FALSE	3020002	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020003	ui.item.mapobj.name.302.0003	0	Furniture	Furniture_Table	None	0	FALSE	3020003	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020004	ui.item.mapobj.name.302.0004	0	Furniture	Furniture_Table	None	0	FALSE	3020004	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020005	ui.item.mapobj.name.302.0005	0	Furniture	Furniture_Table	None	0	FALSE	3020005	FALSE	-1	0	TRUE	None	TRUE	Map	R
3020006	ui.item.mapobj.name.302.0006	0	Furniture	Furniture_Table	None	0	FALSE	3020006	FALSE	-1	0	FALSE	None	FALSE	Map	R
3020007	ui.item.mapobj.name.302.0007	0	Furniture	Furniture_Table	None	0	FALSE	3020007	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3020008	ui.item.mapobj.name.302.0008	0	Furniture	Furniture_Table	None	0	FALSE	3020008	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3020009	ui.item.mapobj.name.302.0009	0	Furniture	Furniture_Table	None	0	FALSE	3020009	FALSE	-1	0	FALSE	None	FALSE	Map	SR
3020010	ui.item.mapobj.name.302.0010	0	Furniture	Furniture_Table	None	0	FALSE	3020010	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3020011	ui.item.mapobj.name.302.0011	0	Furniture	Furniture_Table	None	0	FALSE	3020011	FALSE	-1	0	TRUE	None	TRUE	Map	SR
3020012	ui.item.mapobj.name.302.0012	0	Furniture	Furniture_Table	None	0	FALSE	3020012	FALSE	-1	0	TRUE	None	TRUE	Map	SR
