// Item ID	LocalizationName	LocalizationDescription	Category	Type	Style	Price	Exchangable	ManagerId	Network	Npc ID	SortWeight	Show	Subtype
2050020	ui.item.mapobj.name.205.0020	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050020	FALSE	-1	0	TRUE	None
2050030	ui.item.mapobj.name.205.0030	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050030	FALSE	-1	0	TRUE	None
2050040	ui.item.mapobj.name.205.0040	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050040	FALSE	-1	0	TRUE	None
2050050	ui.item.mapobj.name.205.0050	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050050	FALSE	-1	0	TRUE	None
2050051	ui.item.mapobj.name.205.0051	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050051	FALSE	-1	0	TRUE	None
2050052	ui.item.mapobj.name.205.0052	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050052	FALSE	-1	0	TRUE	None
2050060	ui.item.mapobj.name.205.0060	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050060	FALSE	-1	0	TRUE	None
2050061	ui.item.mapobj.name.205.0061	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050061	FALSE	-1	0	TRUE	None
2050062	ui.item.mapobj.name.205.0062	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050062	FALSE	-1	0	TRUE	None
2050070	ui.item.mapobj.name.205.0070	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050070	FALSE	-1	0	TRUE	None
2050071	ui.item.mapobj.name.205.0071	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050071	FALSE	-1	0	TRUE	None
2050072	ui.item.mapobj.name.205.0072	0	MapObject	MapObject_OnFloor	None	0	FALSE	2050072	FALSE	-1	0	TRUE	None
2060000	ui.item.mapobj.name.206.0000	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060000	FALSE	-1	0	TRUE	None
2060010	ui.item.mapobj.name.206.0010	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060010	FALSE	-1	0	TRUE	None
2060020	ui.item.mapobj.name.206.0020	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060020	FALSE	-1	0	TRUE	None
2060021	ui.item.mapobj.name.206.0021	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060021	FALSE	-1	0	TRUE	None
2060030	ui.item.mapobj.name.206.0030	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060030	FALSE	-1	0	TRUE	None
2060031	ui.item.mapobj.name.206.0031	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060031	FALSE	-1	0	TRUE	None
2060040	ui.item.mapobj.name.206.0040	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060040	FALSE	-1	0	TRUE	None
2060050	ui.item.mapobj.name.206.0050	0	MapObject	MapObject_OnFloor	None	0	FALSE	2060050	FALSE	-1	0	TRUE	None
2080000	ui.item.mapobj.name.208.0000	0	MapObject	MapObject_OnFloor	None	0	FALSE	2080000	FALSE	-1	0	TRUE	None
2080010	ui.item.mapobj.name.208.0010	0	MapObject	MapObject_OnFloor	None	0	FALSE	2080010	FALSE	-1	0	TRUE	None
2080020	ui.item.mapobj.name.208.0020	0	MapObject	MapObject_OnFloor	None	0	FALSE	2080020	FALSE	-1	0	TRUE	None
2080030	ui.item.mapobj.name.208.0030	0	MapObject	MapObject_OnFloor	None	0	FALSE	2080030	FALSE	-1	0	TRUE	None
3010000	ui.item.mapobj.name.301.0000	0	MapObject	MapObject_OnWall	None	0	FALSE	3010000	FALSE	-1	0	TRUE	None
3010001	ui.item.mapobj.name.301.0001	0	MapObject	MapObject_OnWall	None	0	FALSE	3010001	FALSE	-1	0	TRUE	None
3010002	ui.item.mapobj.name.301.0002	0	MapObject	MapObject_OnWall	None	0	FALSE	3010002	FALSE	-1	0	TRUE	None
3010010	ui.item.mapobj.name.301.0010	0	MapObject	MapObject_OnWall	None	0	FALSE	3010010	FALSE	-1	0	TRUE	None
3010011	ui.item.mapobj.name.301.0011	0	MapObject	MapObject_OnWall	None	0	FALSE	3010011	FALSE	-1	0	TRUE	None
3010012	ui.item.mapobj.name.301.0012	0	MapObject	MapObject_OnWall	None	0	FALSE	3010012	FALSE	-1	0	TRUE	None
3020000	ui.item.mapobj.name.302.0000	0	MapObject	MapObject_OnWall	None	0	FALSE	3020000	FALSE	-1	0	TRUE	None
3020001	ui.item.mapobj.name.302.0001	0	MapObject	MapObject_OnWall	None	0	FALSE	3020001	FALSE	-1	0	TRUE	None
3020002	ui.item.mapobj.name.302.0002	0	MapObject	MapObject_OnWall	None	0	FALSE	3020002	FALSE	-1	0	TRUE	None
3020003	ui.item.mapobj.name.302.0003	0	MapObject	MapObject_OnWall	None	0	FALSE	3020003	FALSE	-1	0	TRUE	None
3020004	ui.item.mapobj.name.302.0004	0	MapObject	MapObject_OnWall	None	0	FALSE	3020004	FALSE	-1	0	TRUE	None
3020010	ui.item.mapobj.name.302.0010	0	MapObject	MapObject_OnWall	None	0	FALSE	3020010	FALSE	-1	0	TRUE	None
3020011	ui.item.mapobj.name.302.0011	0	MapObject	MapObject_OnWall	None	0	FALSE	3020011	FALSE	-1	0	TRUE	None
3020012	ui.item.mapobj.name.302.0012	0	MapObject	MapObject_OnWall	None	0	FALSE	3020012	FALSE	-1	0	TRUE	None
3020013	ui.item.mapobj.name.302.0013	0	MapObject	MapObject_OnWall	None	0	FALSE	3020013	FALSE	-1	0	TRUE	None
3020014	ui.item.mapobj.name.302.0014	0	MapObject	MapObject_OnWall	None	0	FALSE	3020014	FALSE	-1	0	TRUE	None
3020020	ui.item.mapobj.name.302.0020	0	MapObject	MapObject_OnWall	None	0	FALSE	3020020	FALSE	-1	0	TRUE	None
3020021	ui.item.mapobj.name.302.0021	0	MapObject	MapObject_OnWall	None	0	FALSE	3020021	FALSE	-1	0	TRUE	None
3020022	ui.item.mapobj.name.302.0022	0	MapObject	MapObject_OnWall	None	0	FALSE	3020022	FALSE	-1	0	TRUE	None
3020023	ui.item.mapobj.name.302.0023	0	MapObject	MapObject_OnWall	None	0	FALSE	3020023	FALSE	-1	0	TRUE	None
3020024	ui.item.mapobj.name.302.0024	0	MapObject	MapObject_OnWall	None	0	FALSE	3020024	FALSE	-1	0	TRUE	None
3020030	ui.item.mapobj.name.302.0030	0	MapObject	MapObject_OnWall	None	0	FALSE	3020030	FALSE	-1	0	TRUE	None
3020031	ui.item.mapobj.name.302.0031	0	MapObject	MapObject_OnWall	None	0	FALSE	3020031	FALSE	-1	0	TRUE	None
3020032	ui.item.mapobj.name.302.0032	0	MapObject	MapObject_OnWall	None	0	FALSE	3020032	FALSE	-1	0	TRUE	None
3020033	ui.item.mapobj.name.302.0033	0	MapObject	MapObject_OnWall	None	0	FALSE	3020033	FALSE	-1	0	TRUE	None
3020034	ui.item.mapobj.name.302.0034	0	MapObject	MapObject_OnWall	None	0	FALSE	3020034	FALSE	-1	0	TRUE	None
3030000	ui.item.mapobj.name.303.0000	0	MapObject	MapObject_OnWall	None	0	FALSE	3030000	FALSE	-1	0	TRUE	None
3030001	ui.item.mapobj.name.303.0001	0	MapObject	MapObject_OnWall	None	0	FALSE	3030001	FALSE	-1	0	TRUE	None
3030010	ui.item.mapobj.name.303.0010	0	MapObject	MapObject_OnWall	None	0	FALSE	3030010	FALSE	-1	0	TRUE	None
3040000	ui.item.mapobj.name.304.0000	0	MapObject	MapObject_OnWall	None	0	FALSE	3040000	FALSE	-1	0	TRUE	None
3040001	ui.item.mapobj.name.304.0001	0	MapObject	MapObject_OnWall	None	0	FALSE	3040001	FALSE	-1	0	TRUE	None
3040002	ui.item.mapobj.name.304.0002	0	MapObject	MapObject_OnWall	None	0	FALSE	3040002	FALSE	-1	0	TRUE	None
3040003	ui.item.mapobj.name.304.0003	0	MapObject	MapObject_OnWall	None	0	FALSE	3040003	FALSE	-1	0	TRUE	None
3040004	ui.item.mapobj.name.304.0004	0	MapObject	MapObject_OnWall	None	0	FALSE	3040004	FALSE	-1	0	TRUE	None
3040010	ui.item.mapobj.name.304.0010	0	MapObject	MapObject_OnWall	None	0	FALSE	3040010	FALSE	-1	0	TRUE	None
3040011	ui.item.mapobj.name.304.0011	0	MapObject	MapObject_OnWall	None	0	FALSE	3040011	FALSE	-1	0	TRUE	None
3040012	ui.item.mapobj.name.304.0012	0	MapObject	MapObject_OnWall	None	0	FALSE	3040012	FALSE	-1	0	TRUE	None
3040013	ui.item.mapobj.name.304.0013	0	MapObject	MapObject_OnWall	None	0	FALSE	3040013	FALSE	-1	0	TRUE	None
3040014	ui.item.mapobj.name.304.0014	0	MapObject	MapObject_OnWall	None	0	FALSE	3040014	FALSE	-1	0	TRUE	None
3060000	ui.item.mapobj.name.306.0000	0	MapObject	MapObject_OnWall	None	0	FALSE	3060000	FALSE	-1	0	TRUE	None
4010000	ui.item.mapobj.name.401.0000	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010000	FALSE	-1	0	TRUE	None
4010001	ui.item.mapobj.name.401.0001	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010001	FALSE	-1	0	TRUE	None
4010002	ui.item.mapobj.name.401.0002	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010002	FALSE	-1	0	TRUE	None
4010003	ui.item.mapobj.name.401.0003	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010003	FALSE	-1	0	TRUE	None
4010004	ui.item.mapobj.name.401.0004	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010004	FALSE	-1	0	TRUE	None
4010010	ui.item.mapobj.name.401.0010	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010010	FALSE	-1	0	TRUE	None
4010011	ui.item.mapobj.name.401.0011	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010011	FALSE	-1	0	TRUE	None
4010012	ui.item.mapobj.name.401.0012	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010012	FALSE	-1	0	TRUE	None
4010013	ui.item.mapobj.name.401.0013	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010013	FALSE	-1	0	TRUE	None
4010014	ui.item.mapobj.name.401.0014	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010014	FALSE	-1	0	TRUE	None
4010015	ui.item.mapobj.name.401.0015	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010015	FALSE	-1	0	TRUE	None
4010016	ui.item.mapobj.name.401.0016	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010016	FALSE	-1	0	TRUE	None
4010020	ui.item.mapobj.name.401.0020	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010020	FALSE	-1	0	TRUE	None
4010021	ui.item.mapobj.name.401.0021	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010021	FALSE	-1	0	TRUE	None
4010022	ui.item.mapobj.name.401.0022	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010022	FALSE	-1	0	TRUE	None
4010030	ui.item.mapobj.name.401.0030	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010030	FALSE	-1	0	TRUE	None
4010031	ui.item.mapobj.name.401.0031	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010031	FALSE	-1	0	TRUE	None
4010032	ui.item.mapobj.name.401.0032	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010032	FALSE	-1	0	TRUE	None
4010040	ui.item.mapobj.name.401.0040	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010040	FALSE	-1	0	TRUE	None
4010041	ui.item.mapobj.name.401.0041	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010041	FALSE	-1	0	TRUE	None
4010042	ui.item.mapobj.name.401.0042	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010042	FALSE	-1	0	TRUE	None
4010043	ui.item.mapobj.name.401.0043	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010043	FALSE	-1	0	TRUE	None
4010044	ui.item.mapobj.name.401.0044	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010044	FALSE	-1	0	TRUE	None
4010045	ui.item.mapobj.name.401.0045	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010045	FALSE	-1	0	TRUE	None
4010046	ui.item.mapobj.name.401.0046	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010046	FALSE	-1	0	TRUE	None
4010050	ui.item.mapobj.name.401.0050	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010050	FALSE	-1	0	TRUE	None
4010060	ui.item.mapobj.name.401.0060	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010060	FALSE	-1	0	TRUE	None
4010070	ui.item.mapobj.name.401.0070	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010070	FALSE	-1	0	TRUE	None
4010080	ui.item.mapobj.name.401.0080	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010080	FALSE	-1	0	TRUE	None
4010090	ui.item.mapobj.name.401.0090	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010090	FALSE	-1	0	TRUE	None
4010100	ui.item.mapobj.name.401.0100	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010100	FALSE	-1	0	TRUE	None
4010110	ui.item.mapobj.name.401.0110	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010110	FALSE	-1	0	TRUE	None
4010120	ui.item.mapobj.name.401.0120	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010120	FALSE	-1	0	TRUE	None
4010130	ui.item.mapobj.name.401.0130	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010130	FALSE	-1	0	TRUE	None
4010140	ui.item.mapobj.name.401.0140	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010140	FALSE	-1	0	TRUE	None
4010150	ui.item.mapobj.name.401.0150	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010150	FALSE	-1	0	TRUE	None
4010160	ui.item.mapobj.name.401.0160	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010160	FALSE	-1	0	TRUE	None
4010170	ui.item.mapobj.name.401.0170	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010170	FALSE	-1	0	TRUE	None
4010171	ui.item.mapobj.name.401.0171	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010171	FALSE	-1	0	TRUE	None
4010172	ui.item.mapobj.name.401.0172	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010172	FALSE	-1	0	TRUE	None
4010173	ui.item.mapobj.name.401.0173	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010173	FALSE	-1	0	TRUE	None
4010174	ui.item.mapobj.name.401.0174	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010174	FALSE	-1	0	TRUE	None
4010180	ui.item.mapobj.name.401.0180	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4010180	FALSE	-1	0	TRUE	None
4020000	ui.item.mapobj.name.402.0000	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020000	FALSE	-1	0	TRUE	None
4020001	ui.item.mapobj.name.402.0001	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020001	FALSE	-1	0	TRUE	None
4020002	ui.item.mapobj.name.402.0002	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020002	FALSE	-1	0	TRUE	None
4020003	ui.item.mapobj.name.402.0003	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020003	FALSE	-1	0	TRUE	None
4020004	ui.item.mapobj.name.402.0004	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020004	FALSE	-1	0	TRUE	None
4020010	ui.item.mapobj.name.402.0010	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020010	FALSE	-1	0	TRUE	None
4020020	ui.item.mapobj.name.402.0020	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020020	FALSE	-1	0	TRUE	None
4020030	ui.item.mapobj.name.402.0030	0	MapObject	MapObject_Put&Sit	None	0	FALSE	4020030	FALSE	-1	0	TRUE	None
